1	799999428-19	-4	14	-58	29	11
1	699999898-19	3	13	-58	22	11
1	699999675-12	-42	37	-7	11	13
1	6999994177	-41	48	-9	17	13
1	4999994832	-39	48	-11	12	11
1	3999994160	-45	49	-8	15	14
1	349999860-2	-39	49	0	9	14
1	1612	-42	49	-8	17	15
1	1612	-42	49	-8	17	15
1	1612	-42	49	-8	17	15
1	1612	-42	49	-8	17	15
1	1612	-42	49	-8	17	15
1	1591	-47	51	-9	9	12
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1396	-44	38	2	19	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1257	-44	38	1	21	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
1	1115	-40	39	0	24	15
